Business Name,Category,Email,Town,Region,Council Website,City Slug,Outreach Category
Bolets de soca,,info@boletsdesoca.com,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
Ca la Glòria,,calagloria11@gmail.com,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
Casa Oms,Elaboració i venda d'embotits artesans,urbici@casaoms.es,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
Embotits Arumí Castells SL,Carnisseria i cansaladeria,embutidos@arumicastells.com,Balenyà,Osona,https://www.balenya.cat,balenya,🛍️ Comerç
Fashion perruquers,Perruqueria home i dona,info@fashionperruquers.com,Balenyà,Osona,https://www.balenya.cat,balenya,💇 Bellesa/Salut
Flikflak - Punt Jove,"El Flik Flak PuntJove és un servei d'informació i orientació juvenil que disposa de dos serveis: el Servei d'Informació i Orientació i l'Espai jove. Són dos serveis públics i gratuïts que s'ofereixen a tots els joves a partir de 12 anys d'una manera contrastada, àmplia i plural.",flikflak@balenya.cat,Balenyà,Osona,https://www.balenya.cat,balenya,💇 Bellesa/Salut
Forn Nou,Pa i pastisseria,collfreixanet@yahoo.es,Balenyà,Osona,https://www.balenya.cat,balenya,🛍️ Comerç
Fusteria Sayós de Josep Carbonell Sayós,"Decoració i mobles, fusteria en general, tancaments PVC K&ouml;mmerling, alumini mixta, sistemes de tancament.",info@fusteriasayos.com,Balenyà,Osona,https://www.balenya.cat,balenya,🛍️ Comerç
L'Estanc de la Mari,"Tabac, articles de fumador i regals",maricarmenyjorge@gmail.com,Balenyà,Osona,https://www.balenya.cat,balenya,🛍️ Comerç
Mas Jalech,Productors de fruita i hortalissa ecològica. Sebastià Martí Gasch,maseljalech@gmail.com,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
Mate perruqueria,Perruqueria,matea.pere@hotmail.com,Balenyà,Osona,https://www.balenya.cat,balenya,💇 Bellesa/Salut
Recien llovido,"Disseny i producció de joieria, venda de roba i complements",recienllovido@gmail.com,Balenyà,Osona,https://www.balenya.cat,balenya,🛍️ Comerç
Residència per a la gent gran Casal Oller,La Residència Casal Oller era una antiga casa d'estiueig i des del 1991 està donada d'alta com a residència per a la gent gran.,info@casaloller.com,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
Servei de Vigilància Municipal,,guardiamunicipal@balenya.cat,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
SIS la Quitxalla,"Servei d'Intervenció Socioeducativa, que acompanyem infants i les seves famílies en el seu propi procés vital.",coquitxallabalenya@gmail.com,Balenyà,Osona,https://www.balenya.cat,balenya,📦 Altres
Agència de Desenvolupament del Berguedà,,agencia@adbergueda.cat,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
ALSA,,alsa@alsa.es,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
Arquitecte municipal,,garciapar@borreda.cat,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
Bar-Restaurant Cobert de Puigcercós,,elcobert@hotmail.com,Borredà,Berguedà,https://www.borreda.cat,borreda,🍽️ Restaurant/Bar
CasaClara,,casaclaraborreda@gmail.com,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
El Querol Artesà,,info@elquerolvell.com,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
Hospital Sant Bernabé,,hsb@hsb.cat,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
La Bauma Artesanal Formatgeria,,bauma@formatgebauma.com,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
Penya Blaugrana de Borredà,,pbb@jaumemagrans.com,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
Restaurant Baix Pirineu,,info@baixpirineu.com,Borredà,Berguedà,https://www.borreda.cat,borreda,🍽️ Restaurant/Bar
Restaurant Riera de Merlès,,info@campingrieramerles.com,Borredà,Berguedà,https://www.borreda.cat,borreda,🍽️ Restaurant/Bar
Societat de Caçadors Sobrepuny - Caça,,sobrepuny@gmail.com,Borredà,Berguedà,https://www.borreda.cat,borreda,📦 Altres
"COMERMA TORRAS, MARIA DOLORS",Despatx professional d'assessorament empresarial.,dolorscomerma@economistes.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,💇 Bellesa/Salut
"FERRETERIA EUMAN, S.L.","Ferreteria, jardineria, bricolatge, eines, pintures, maquinària, parament, drogueria, servei de reparació propi, lloguer de màquinaria.",info@ferreteriaeuman.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🛍️ Comerç
"La Pera, Assemblea de Joves de Calldetenes",,laperacalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
"M.Dolors Rovira, arquitecta de capçalera",,dolorovira@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
"Pavelló municipal poliesportiu ""El Torrental""",,cdtn.pavello@calldetenes.cat,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🎭 Cultura/Oci
Assemblea Nacional Catalana - Calldetenes,,calldetenes@assemblea.cat,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Associació de Comerciants i Serveis de Calldetenes,,aciscalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Auditori Teatre Calldetenes,"L'Auditori Teatre de Calldetenes, construït a la plaça Onze de Setembre al costat de l'Ajuntament, va ser inaugurat el 22 de setembre de 2007 amb la presència al conseller de Cultura de la Generalitat, Josep Manuel Tresserras.",info@teatrecalldetenes.cat,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🎭 Cultura/Oci
Can Jubany,Horari: de dimarts a dissabte de 13:15 a 15:30 i de 20:30 a 22h.,info@canjubany.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
CARNISSERIES XARCUTERIA SABORIT,Carnisseria i xarcuteria.,info@carnisseriasaborit.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🛍️ Comerç
CF Athletic Riudeperes,,cfat.riudeperes@hotmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Club d'Escacs Calldetenes,,mverdaguer@hotmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Club de Lectura de Calldetenes,,cdlcalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Club Excursionista Calldetenes,,correu@cecalldetenes.cat,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Club Patí Calldetenes,,clubpaticalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Club Patinatge Artístic Osonenc,"El Club patinatge Artístic Osonenc es va fundar en l'any 2018, i amb l'actualitat és un club federat que les patinadores participen a tornejos, opens federatius, i en festivals de diferents clubs.",clubpatinatgeosonenc@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Club Volei Callldetenes,,cvcalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
CrearIAM,"Espai de creació lliure on es duen tallers d'educació creadora i creació lliure a les tardes. També tallers puntuals de macramé, llanes, fofutxes i casals d'estiu.",creariam369@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,💇 Bellesa/Salut
El Punt Jove,,puntcall@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Escamot dels Diables,,escamotdelsdiables@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Escola d'Escacs d'Osona,,escola.escacs.osona@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Esplai Equinocci,,esplaiequinocci@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
F.C Calldetenes,,fccalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
GACO - Grup d'Anellament Calldetenes - Osona,,gaco@gaco.cat,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Gegants Calldetenes,,gegantscalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
J i A RAURELL SL.,Construccions i promocions,raurell@terra.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Joves Alternatius de Calldetenes (JAC),,jaccalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
L'Espardenya Teatre,,espardenyatcalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,💇 Bellesa/Salut
L'Espiga,,espiga.call@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
LA RUTLLA LLEURE,Una mirada conscient al lleure educatiu.,cris.boixeda@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🎭 Cultura/Oci
Les Veus de Calldetenes,,lesveusdecalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
LLIBRERIA EL CLIP,"Llibreria, papereria, diaris, joguines, articles de rebal, fotocòpies i molt més.",nuria.nafa68@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🛍️ Comerç
MARCS OSONA,,marcs-osona@terra.es,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
OBRES I PAVIMENTS BOU,,info@bou-sl.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
PEIXATERIA MARIA DOLORS,"Venta al detall de peix i marisc fresc comprat directament a la Confraria de Palamós i altres productes de la pesca com ara productes congelats. A més, d'un assortiment variat de productes alimentaris.",peixateriacalldetenes@gmail.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🛍️ Comerç
SAMDANCE- SamFit Club,Nutrició i esport.,info@samdance.cat,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🎭 Cultura/Oci
Santi Fortet construcció,,santifortet@gmx.es,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
SPAR,Supermercat.,valvi@valvi.com,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,🛍️ Comerç
TRIALSPORT,Escola de trial i venda de material de trial.,info@trialsport.es,Calldetenes,Osona,https://www.calldetenes.cat,calldetenes,📦 Altres
Arquitecte municipal,,cnsm.serveistecnics@canovesisamalus.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Asociación de Amigos del Mirador del Montseny,,manololopezrapo@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Asociación de Baile El Compás,,trinibaila@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació Cultural Xavier Flaquer Juvany,,ccandelich@yahoo.es,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🎭 Cultura/Oci
Associació de les Bastoneres de Cànoves,,bastoneresdecanoves@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació de Petanca de Can Volart,,charovestuario@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació de Petanca del Mirador del Montseny,,marcial.jimenez.salido@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació de Veïns Cànoves Residencial - Can Casademunt,,elifarres@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació de Veïns de Ca l'Esmandia,,avcalesmandia@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació de Veïns i Propietaris de Can Volart,,acanvolart@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació de Veïns i Propietaris de Samalús,,apvs.samalus@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació El Suí de Festes i Tradicions,Associació sense ànim de lucre inscrita al Registre d'associacions de la Generalitat de Catalunya amb el número 2737 de la secció 1a del Registre de Barcelona.,info@elsui.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació Esportiva Triescicling,"Entitat al servei de l'esport: Cronometratge de curses, plataforma d'inscripcions, app's de seguiment online de corredors, tot el que es necesita pels events.",info@triescicling.es,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🎭 Cultura/Oci
Associació Esportiva Triescicling,"L'Associació Esportiva Triescicling es una entitat esportiva, de caràcter Ciclista, i és la encarregada d'Organitzar el Trail de Vallforners.",triescicling@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🎭 Cultura/Oci
Associació Gats Cànoves,,gatscanoves@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Associació Protectora d'Animals de Cànoves Propinscher-Rater,,apacpropinscher@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Bissual,,jordi.llopis@bissual.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Camins per la Igualtat,Associació sense ànim de lucre inscrita al Registre d'associacions de la Generalitat de Catalunya amb el número 64658 - J / 1.,caminsperlaigualtat@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Camp municipal de futbol de Samalús,,parrammr@canovesisamalus.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Casal de gent gran El Galliner (edifici polivalent),,cnsm.gentgran@canovesisamalus.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Centre Cívic Xavier Flaquer i Juvany de Samalús,,grauoj@canovesisamalus.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🎭 Cultura/Oci
Club de Futbol de Cànoves,,cfcanoves@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Colla de Diables de Cànoves,,diablesdecanoves@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Consultori Veterinari de Cànoves Vetovallès,,vetovallesveterinaria@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,💇 Bellesa/Salut
Coto de Caça Sant Andreu de Samalús,,mrcrtd@telefonica.net,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Dinamitzadora de la Gent Gran,,casalgalliner@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Enginyer,,alabaucj@vallesoriental.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Festa de les Maduixes,,jovesalcemcanoves@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Fusteria Jordi Cuch Tobias,,jordicuch@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Hortus,Granja Escola i Horts de lloguer a Samalús. Visites per famílies amb reserva prèvia.,info@hortus.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🍽️ Restaurant/Bar
Integradora social,,cnsm.serveissocials@canovesisamalus.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
JAC (Joves Alcem Cànoves),,jacjovesalcemcanoves@gmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Jardinería del Vallés,,info@jardineriadelvalles.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🔧 Serveis
Pista poliesportiva JM Jiménez Tortosa,,parrammr@canovesisamalus.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🎭 Cultura/Oci
Restaurant Can Garriga,,info@restaurantcangarriga.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🍽️ Restaurant/Bar
Societat de Caçadors Cardedeu-Cànoves,,vicens@vicensmanent.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Subministrament d'aigua de boca,,oficinavirtual@aigues.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Taller Les Pungoles,,tallerslespungoles@hotmail.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Tribana Horses,,info@tribanahorses.com,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,📦 Altres
Turisme rural Les Oliveres,,info@lesoliveres.cat,Cànoves i Samalús,Vallès Oriental,https://www.canovesisamalus.cat,canoves-i-samalus,🏨 Allotjament
"Coral Infantil ""El Petit Vailet""",,elpetitvailet@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
"Diables ""Els Petits Cremats""",,elibersal@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
"Perruqueria ""Pinta d'Or""",Perruqueria unisex.,mencar.26@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,💇 Bellesa/Salut
Associació de Diables Els Cremats de la Múnia,,diableselscrematslamunia@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Ball de Gitanes,,mrafols@torres.es,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🎭 Cultura/Oci
Ball de Pastorets,,balldepastoretsdelamunia@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🎭 Cultura/Oci
Bastons La Múnia,,bastonslamunia@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Bolet Casa Modernista,,reservas@boletcasamodernista.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Botes Arnabat,,info@botesarnabat.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Cal Pau Pujol,"Sabateria, calçats especials per plantilles, espardenyes per balls populars.",calpaupujolbotiga@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🛍️ Comerç
Cal Sagal (HUTB 051312-20),,oriol@caljafra.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Cal Vies (HUTB - 051313-27),,masiacalvies@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Carles Fortuny Fotògraf,"Estudi de fotografia especialitzat en fotografia de producte, reportatge social, retrat, interiorisme, publicitat i qualsevol encàrrec fotogràfic.",carlesfortunyfotograf@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🔧 Serveis
Carnisseria i xarcuteria Montse Coll,"Carnisseria d'àmbit familiar amb xarcuteria, làctics i congelats",tutuscoll@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🛍️ Comerç
Drac de Castellví,,draccastellvidelamarca@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Drac de la Múnia,,chincheta.1@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Esbart Dansaire de la Múnia,,esbartlamunia@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🎭 Cultura/Oci
Espai Jove,,joventut03@ccapenedes.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,💇 Bellesa/Salut
Estanc - bar - restaurant La Múnia,,alamielmueden@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🍽️ Restaurant/Bar
Hort de la Carmeta,,xavi@hortdelacarmeta.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Hospital Comarcal de l'Alt Penedès,,csap@csap.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Ivan González Alarco,,futbol@eemcastellvidelamarca.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Josep Arnabat Ferret,"Treballs agrícoles: llaurar desfons, verema a màquina, pre-poda, desbrossar, collita cereal, preparació de terrenys, sembra, arrencar vinya, treballs arada i rotativa.",joseparnabat@hotmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
La masia de Cal Badia (IRTC: PB-00367),,reserves@lamasiadecalbadia.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
New Vitècnic,,info@newvitecnic.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Ovella de Castellví,,ovelladecastellvi@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Panderetes de la Múnia,,pandereteslamunia@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Pedro Garcia,Coordinador entre l'Ajuntament de Castellví de la Marca i l'Escola Esportiva Municipal,ctvm.esports@castellvidelamarca.cat,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🎭 Cultura/Oci
Petits Timbalers de la Múnia,,petitstimbalers@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Restaurant Cal Padrí,,info@calpadri.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,🍽️ Restaurant/Bar
SIMA Penedès SL,,simapenedes@simapenedes.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Societat de caçadors de Castellví de la Marca,,sccastellvidelamarca@gmail.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Terra de Marca,,info@terrademarca.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Vila Morgades,,maria@vilamorgades.com,Castellví de la Marca,Alt Penedès,https://www.castellvidelamarca.cat,castellvi-de-la-marca,📦 Altres
Arquitecte tècnic,,cercs@cercs.cat,Cercs,Berguedà,https://www.cercs.cat,cercs,📦 Altres
Berga Resort,,bergaresort@bergaresort.com,Cercs,Berguedà,https://www.cercs.cat,cercs,📦 Altres
Casa Vall Llòbrega - Turisme rural,,info@valltr.com,Cercs,Berguedà,https://www.cercs.cat,cercs,🏨 Allotjament
Casanova de les Garrigues / Refugi de la Casanova i El cobert de Vilaformiu,,info@vilaformiu.com,Cercs,Berguedà,https://www.cercs.cat,cercs,📦 Altres
