Business Name,Category,Email,Town,Region,Council Website,City Slug,Outreach Category
Forn de Pa Dosrius,Forn de pa - bar,familiajuanguell@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🛍️ Comerç
Handbol Platja Pepperonis Club Esportiu,,pepperonis@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🎭 Cultura/Oci
Monkey Paintball,Paintball Dosrius,info@monkeypaintball.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🎭 Cultura/Oci
Petrològic Oil,"Estació de Servei Dramarsa RED SL. Benzinera-botiga, tren de rentat i Restaurant/Bar",info@dramarsa.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Residència Canina La Masia,Hotel-guarderia per a gossos.,info@rclamasia.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🏨 Allotjament
Restaurant Cal Víctor,Bar restaurant,calvictor@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Restaurant Can Carreras,,masiacancarreras@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Restaurant Can Rimblas,Restaurant,jaumetotal@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Restaurant Can Terrades del Molí,Restaurant,mpp_2011@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Restaurant Masia Can Guinart,,canguinart@hotmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Sportwear,Fabricació i desenvolupament de teixits tècnics per a esport.,info@spwear.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🎭 Cultura/Oci
Supermercat Canyamars,,jordi.f.valera@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🛍️ Comerç
Supermercat El Far,"Venda d'aliments, drogueria, basar, pa i rebosteria, cafeteria de degustació. venda de butà, i pollastres a l'ast",supermercatelfar@hotmail.es,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🍽️ Restaurant/Bar
Supermercat Forn de Pa Dosrius,,sonu.suma58@yahoo.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🛍️ Comerç
TAXI Dosrius - Andreu,Servei de taxi.,taxi.dosrius@gmail.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🔧 Serveis
Turisme Rural Villa Mazzara,Casa rural.,info@villamazzara.com,Dosrius,Maresme,https://www.dosrius.cat,dosrius,🏨 Allotjament
"Estanc del Bruc ""Carlets""",,carlets.elbruc@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🛍️ Comerç
"Fusteria Decoració Alemany, S.C.P.",,fdalemany@hotmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🛍️ Comerç
Amics del Museu de la Muntanya de Montserrat del Bruc,,museubruc@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
Associació Cultural La Banyera,,asociacionlabanyera@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
Associació Dansaestudi,,dansaestudi@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
Bar Granada,Bar - Restaurant,barnoufi@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Brucgest Assessors,,brucgest@economistes.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🔧 Serveis
Cafeteria Queralt,Bar - Restaurant,info@eselbruc.es,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Cal Chuli,Bar - Restaurant,julio.carrique.ruiz@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Cal Noio,Restaurant,info@calnoio.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Casa Rural al Parc Natural de Montserrat,,elena@conjunts.cat,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🏨 Allotjament
Centre de Bellesa Sublim,,sublimbruc@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,💇 Bellesa/Salut
Club esportiu Vegantrail Ventola,,vegantrailclub@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
Consorci Gran Teatre del Liceu (Magatzem),,marc.comas@liceubarcelona.cat,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
El Celler de Cal Cordero,,aina.gobern@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍷 Celler/Bodega
El Celler de la Guàrdia,Bar - Restaurant - Hotel,elcellerdelaguardia@hotmail.es,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Farmàcia Josep Plans,,farmacia.elbruc@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,💇 Bellesa/Salut
Forn Alemany,,info@fornalemany.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🛍️ Comerç
Hotel Bruc,,info@hotel-bruc.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🏨 Allotjament
Hotel Can Farrés,,info@hotelcanfarres.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🏨 Allotjament
Hotel El Bruc,Allotjament - Restauració,hotel@hotel-bruc.es,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🏨 Allotjament
J. M . Serveis de Jardineria,,joanmarcpelfort@telefonica.net,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🔧 Serveis
La Vinyanova,Restaurant,info@restaurantvinyanova.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Museu de la muntanya de Montserrat del Bruc,,comunicacio@bruc.cat,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
Pastisseria El Timbaler,,josepcamtenysp@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🛍️ Comerç
Peixateria Povill,,povillpeixaters@yahoo.es,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🛍️ Comerç
Per Què No? Teatre del Bruc,,pilarferrec@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🎭 Cultura/Oci
Restaurant Montserrat Parc,Bar - Restaurant,wmarquinar@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Ruth Perruqueria,,ruthperruqueria@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,💇 Bellesa/Salut
Varovito Bistró,Restaurant,hola@varovito.es,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍽️ Restaurant/Bar
Vins i Caves Cellers Can Pascual,,cellercanpascual@gmail.com,El Bruc,Anoia,https://www.bruc.cat,el-bruc,🍷 Celler/Bodega
Bar Restaurant Can Sous,,info@cansous.com,Figaró-Montmany,Vallès Oriental,https://www.figaro-montmany.cat,figaro-montmany,🍽️ Restaurant/Bar
Forn de Ca l'Antich,,forncalantich@gmail.com,Figaró-Montmany,Vallès Oriental,https://www.figaro-montmany.cat,figaro-montmany,🛍️ Comerç
Taller mecànic Genís Mateu,,tallergenis@gmail.com,Figaró-Montmany,Vallès Oriental,https://www.figaro-montmany.cat,figaro-montmany,🔧 Serveis
"Ena ""Espacios Sanos""",Creació d'espais sans. Interiorisme i Decoració.,hola@enaespaciossanos.com,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,🛍️ Comerç
Associació Arrels del Montnegre,Associació Arrels del Montnegre treballa per la millora continua del Parc del Montnegre com espai d'interès natural protegit (EIN).,arrelsdelmontnegre@gmail.com,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,💇 Bellesa/Salut
Can Mas Vila,Casa Rural,reserves@ruralmasvila.com,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,🏨 Allotjament
Centre Cívic,,fds.ajuntament@fogarsdelaselva.cat,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,🎭 Cultura/Oci
Club de Bitlles Fogars,"El “Club de Bitlles Fogars” en constitució , es presenten com un grup de jugadors a les bitlles catalanes i com a Club obert a tothom que vulgui gaudir d'aquests antic esport, per a poder jugar només cal tenir més de vuit anys.",bitllesfogars@gmail.com,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,🎭 Cultura/Oci
Museu de la Pagesia,,fds.museu@fogarsdelaselva.cat,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,🎭 Cultura/Oci
Secretària accidental,,fds.urbanisme@fogarsdelaselva.cat,Fogars de la Selva,La Selva,https://www.fogarsdelaselva.cat,fogars-de-la-selva,💇 Bellesa/Salut
Can Dolça casa rural,"Can Dolça és una masia del segle XIII situada al Parc Natural del Montseny. La casa fou ,restaurada l'any 1975 conservant els elements característics de la masia catalana i ofereix totes les comoditats per allotjament de grups en règim d'Allotjament Rural Independent (ARI) en un ambient rústic i relaxant.",candolca@montsenynatural.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🏨 Allotjament
Can Riera de Ciuret casa de colònies,"Casa de colònies, càmping i casa de turisme rural",info@rieradeciuret.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🏨 Allotjament
Fontmartina càmping,"Zona d'acampada al Montseny, espai natural i tranquil, on fer excursions i senderisme.",fontmartina@fontmartina.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🏨 Allotjament
L'Avet Blau hostal restaurant,,infoavetblau@gmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🍽️ Restaurant/Bar
Restaurant Cal Rei,,restaurantcalrei@hotmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🍽️ Restaurant/Bar
Restaurant Can Carbonell,,restaurantcarbonell@hotmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🍽️ Restaurant/Bar
Restaurant La Costa,,restaurantlacosta@gmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🍽️ Restaurant/Bar
Restaurant La Font de cal Guardià,,lafontdecalguardia@hotmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🍽️ Restaurant/Bar
Sant Roc restaurant,"""La cuina de un lloc és el seu paissatge a la cassola"". Per això amb la reapertura del Restaurant Sant Roc em volgut donar una nova visió als plats a la vegada que conservem l'essencia de la terra i els productes que ens ofereix el Parc natural del Montseny.",restaurantsantroc@gmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🍽️ Restaurant/Bar
Taxi Aureli 24 h.,,taxifogarsdemontclus@gmail.com,Fogars de Montclús,Vallès Oriental,https://www.fogarsdemontclus.cat,fogars-de-montclus,🔧 Serveis
Associació social cultural Nostra Senyora de la Damunt,,germandatdemunt@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🎭 Cultura/Oci
Botiga & Degustació - La Coca de Folgueroles,,botiga@lacocadefolgueroles.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Cal Mossèn,Forn de pa.,calmossen@calmossen.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Carnisseria Suriñach,Carnisseria- Cansaladeria.,carnisseria.suriñach@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Casa Museu Verdaguer,,info@verdaguer.cat,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🎭 Cultura/Oci
Centre d'estètica i massatge Fuguet,,fuguetraquel3@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,💇 Bellesa/Salut
Clínica Dental Folgueroles,,info@clinicadentalfolgueroles.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,💇 Bellesa/Salut
Coca del Mossèn - Forn Sant Jordi,Forn i pastisseria. especialitat: la Coca del Mossèn.,info@cocadelmossen.cat,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Forn Ricardera S.L.,Fabricació de productes artesans de pa i bolleria sense gluten.,info@fornricardera.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Fruiteria i celler Jordi Bayés,,fruiteria@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Fusteria Manya S.L.,Mobles.,fusteriamanya@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Grup de teatre Atlàntida,,vilasecamontse3@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🎭 Cultura/Oci
Isabel Ollé,Envernissats i lacats. Artesania creativa. Agulles de cabells. Restaurancions de moble antic.,isabelolle47@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🛍️ Comerç
Lluc Canela- Jardiner,,llucjardiner@hotmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🔧 Serveis
Pavelló poliesportiu municipal Les Alzines,,folgueroles@folgueroles.cat,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🎭 Cultura/Oci
Perruqueria Ester,,perruqueriaesterbarcons@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,💇 Bellesa/Salut
Perruqueria Gemma,,gemmaparramon1978@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,💇 Bellesa/Salut
Perruqueria I.M,,inmasaza@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,💇 Bellesa/Salut
Pintura Decorativa Jordi Solà,,tupinot22@hotmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🔧 Serveis
Restaurant L'Espai,,lespai2000@gmail.com,Folgueroles,Osona,https://www.folgueroles.cat,folgueroles,🍽️ Restaurant/Bar
"Bar Restaurant ""El Racó""","Esmorzars, sopars, dinars, bar, cafeteria, etc.",martamateiosola@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍽️ Restaurant/Bar
"Consultora i Serveis Informàtics, S.C.P",Ofereix a particulars i empreses de l'Ametlla els serveis necessaris per a cobrir les seves necessitats informàtiques amb un alt nivell de qualitat i personalització.,csi@csi-informatica.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🔧 Serveis
"Espai Formas / Espaisegur, S.C.P.","Immobiliària: venda i gestió immobiliària. Despatx arquitectura tècnica: projectes tècnics, reformes, cèdula d'habitatge, certificats energètics.",info@espaiformas.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,💇 Bellesa/Salut
"Euro Transmisiones Montcada, S.L.","Taller especialitzat en la reparació de caixes de canvi automàtiques de vehicles, turismes i comercials lleugeres.",etmcl@hotmail.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🍷 Celler/Bodega
"Ferreteria Maspor, S.L.","Venda al menor d'articles de ferreteria, parament, jardineria i coses vàries per la llar.",maspor@maspor.com,L'Ametlla del Vallès,Vallès Oriental,https://www.ametlla.cat,l-ametlla-del-valles,🛍️ Comerç
